RIC,ISIN,Company Common Name,Country of Headquarters,Country of Exchange,TRBC Economic Sector Name,TRBC Economic Sector Code,TRBC Business Sector Name,TRBC Business Sector Code,TRBC Industry Group Name,TRBC Industry Group Code,TRBC Industry Name,TRBC Industry Code,TRBC Activity Name,TRBC Activity Code,Organization Founded Year
SYN1823.X,SY0000001823,Synthetic Firm 1823,Poland,Poland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1948.0
SYN1824.X,SY0000001824,Synthetic Firm 1824,United Kingdom,United Kingdom,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1965.0
SYN1825.X,SY0000001825,Synthetic Firm 1825,France,France,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2017.0
SYN1826.X,SY0000001826,Synthetic Firm 1826,Iceland,Iceland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1987.0
SYN1827.X,SY0000001827,Synthetic Firm 1827,Switzerland,Switzerland,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1964.0
SYN1828.X,SY0000001828,Synthetic Firm 1828,United Kingdom,United Kingdom,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2020.0
SYN1829.X,SY0000001829,Synthetic Firm 1829,Germany,Germany,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2009.0
SYN1830.X,SY0000001830,Synthetic Firm 1830,Poland,Poland,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2004.0
SYN1831.X,SY0000001831,Synthetic Firm 1831,Austria,Austria,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1978.0
SYN1832.X,SY0000001832,Synthetic Firm 1832,Switzerland,Switzerland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1985.0
SYN1833.X,SY0000001833,Synthetic Firm 1833,Poland,Poland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1984.0
SYN1834.X,SY0000001834,Synthetic Firm 1834,Switzerland,Switzerland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1992.0
SYN1835.X,SY0000001835,Synthetic Firm 1835,Germany,Germany,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1977.0
SYN1836.X,SY0000001836,Synthetic Firm 1836,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1973.0
SYN1837.X,SY0000001837,Synthetic Firm 1837,France,France,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1955.0
SYN1838.X,SY0000001838,Synthetic Firm 1838,Switzerland,Switzerland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2013.0
SYN1839.X,SY0000001839,Synthetic Firm 1839,Switzerland,Switzerland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1940.0
SYN1840.X,SY0000001840,Synthetic Firm 1840,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1996.0
SYN1841.X,SY0000001841,Synthetic Firm 1841,Denmark,Denmark,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2005.0
SYN1842.X,SY0000001842,Synthetic Firm 1842,Poland,Poland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2003.0
SYN1843.X,SY0000001843,Synthetic Firm 1843,Switzerland,Switzerland,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1998.0
SYN1844.X,SY0000001844,Synthetic Firm 1844,United Kingdom,United Kingdom,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2010.0
SYN1845.X,SY0000001845,Synthetic Firm 1845,United Kingdom,United Kingdom,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1958.0
SYN1846.X,SY0000001846,Synthetic Firm 1846,Israel,Israel,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,0.0
SYN1847.X,SY0000001847,Synthetic Firm 1847,Netherlands,Netherlands,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2007.0
SYN1848.X,SY0000001848,Synthetic Firm 1848,Malta,Malta,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1972.0
SYN1849.X,SY0000001849,Synthetic Firm 1849,United Kingdom,United Kingdom,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1985.0
SYN1850.X,SY0000001850,Synthetic Firm 1850,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2024.0
SYN1851.X,SY0000001851,Synthetic Firm 1851,Czechia,Czechia,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1932.0
SYN1852.X,SY0000001852,Synthetic Firm 1852,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1983.0
SYN1853.X,SY0000001853,Synthetic Firm 1853,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1994.0
SYN1854.X,SY0000001854,Synthetic Firm 1854,Romania,Romania,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,0.0
SYN1855.X,SY0000001855,Synthetic Firm 1855,Hungary,Hungary,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2008.0
SYN1856.X,SY0000001856,Synthetic Firm 1856,Hungary,Hungary,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1984.0
SYN1857.X,SY0000001857,Synthetic Firm 1857,Iceland,Iceland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2012.0
SYN1858.X,SY0000001858,Synthetic Firm 1858,United Kingdom,United Kingdom,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,1947.0
SYN1859.X,SY0000001859,Synthetic Firm 1859,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2022.0
SYN1860.X,SY0000001860,Synthetic Firm 1860,Denmark,Denmark,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1950.0
SYN1861.X,SY0000001861,Synthetic Firm 1861,Netherlands,Netherlands,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,2004.0
SYN1862.X,SY0000001862,Synthetic Firm 1862,Poland,Poland,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,1999.0
SYN1863.X,SY0000001863,Synthetic Firm 1863,Sweden,Sweden,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1969.0
SYN1864.X,SY0000001864,Synthetic Firm 1864,France,France,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1999.0
SYN1865.X,SY0000001865,Synthetic Firm 1865,Iceland,Iceland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2010.0
SYN1866.X,SY0000001866,Synthetic Firm 1866,Israel,Israel,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1980.0
SYN1867.X,SY0000001867,Synthetic Firm 1867,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1975.0
SYN1868.X,SY0000001868,Synthetic Firm 1868,Greece,Greece,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1885.0
SYN1869.X,SY0000001869,Synthetic Firm 1869,Romania,Romania,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1925.0
SYN1870.X,SY0000001870,Synthetic Firm 1870,United Kingdom,United Kingdom,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,0.0
SYN1871.X,SY0000001871,Synthetic Firm 1871,Greece,Greece,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1990.0
SYN1872.X,SY0000001872,Synthetic Firm 1872,Ireland,Ireland,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2021.0
SYN1873.X,SY0000001873,Synthetic Firm 1873,Switzerland,Switzerland,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,2012.0
SYN1874.X,SY0000001874,Synthetic Firm 1874,Russia,Russia,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,0.0
SYN1875.X,SY0000001875,Synthetic Firm 1875,Finland,Finland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1983.0
SYN1876.X,SY0000001876,Synthetic Firm 1876,Sweden,Sweden,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2023.0
SYN1877.X,SY0000001877,Synthetic Firm 1877,Norway,Norway,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1953.0
SYN1878.X,SY0000001878,Synthetic Firm 1878,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1998.0
SYN1879.X,SY0000001879,Synthetic Firm 1879,Ireland,Ireland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2002.0
SYN1880.X,SY0000001880,Synthetic Firm 1880,United Kingdom,United Kingdom,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2010.0
SYN1881.X,SY0000001881,Synthetic Firm 1881,Norway,Norway,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1977.0
SYN1882.X,SY0000001882,Synthetic Firm 1882,Sweden,Sweden,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2000.0
SYN1883.X,SY0000001883,Synthetic Firm 1883,Hungary,Hungary,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1939.0
SYN1884.X,SY0000001884,Synthetic Firm 1884,Finland,Finland,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2024.0
SYN1885.X,SY0000001885,Synthetic Firm 1885,United Kingdom,United Kingdom,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1906.0
SYN1886.X,SY0000001886,Synthetic Firm 1886,Denmark,Denmark,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2007.0
SYN1887.X,SY0000001887,Synthetic Firm 1887,Czechia,Czechia,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1994.0
SYN1888.X,SY0000001888,Synthetic Firm 1888,France,France,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2014.0
SYN1889.X,SY0000001889,Synthetic Firm 1889,United Kingdom,United Kingdom,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,2008.0
SYN1890.X,SY0000001890,Synthetic Firm 1890,Spain,Spain,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1915.0
SYN1891.X,SY0000001891,Synthetic Firm 1891,Israel,Israel,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1986.0
SYN1892.X,SY0000001892,Synthetic Firm 1892,Sweden,Sweden,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1955.0
SYN1893.X,SY0000001893,Synthetic Firm 1893,France,France,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1953.0
SYN1894.X,SY0000001894,Synthetic Firm 1894,Germany,Germany,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1982.0
SYN1895.X,SY0000001895,Synthetic Firm 1895,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1946.0
SYN1896.X,SY0000001896,Synthetic Firm 1896,Hungary,Hungary,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2000.0
SYN1897.X,SY0000001897,Synthetic Firm 1897,United Kingdom,United Kingdom,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1946.0
SYN1898.X,SY0000001898,Synthetic Firm 1898,United Kingdom,United Kingdom,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1981.0
SYN1899.X,SY0000001899,Synthetic Firm 1899,Norway,Norway,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1941.0
SYN1900.X,SY0000001900,Synthetic Firm 1900,Norway,Norway,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2013.0
SYN1901.X,SY0000001901,Synthetic Firm 1901,United Kingdom,United Kingdom,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1984.0
SYN1902.X,SY0000001902,Synthetic Firm 1902,Russia,Russia,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1985.0
SYN1903.X,SY0000001903,Synthetic Firm 1903,Switzerland,Switzerland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1980.0
SYN1904.X,SY0000001904,Synthetic Firm 1904,United Kingdom,United Kingdom,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1997.0
SYN1905.X,SY0000001905,Synthetic Firm 1905,Germany,Germany,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2018.0
SYN1906.X,SY0000001906,Synthetic Firm 1906,Austria,Austria,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1965.0
SYN1907.X,SY0000001907,Synthetic Firm 1907,Switzerland,Switzerland,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2002.0
SYN1908.X,SY0000001908,Synthetic Firm 1908,France,France,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2014.0
SYN1909.X,SY0000001909,Synthetic Firm 1909,United Kingdom,United Kingdom,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1995.0
SYN1910.X,SY0000001910,Synthetic Firm 1910,Switzerland,Switzerland,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2006.0
SYN1911.X,SY0000001911,Synthetic Firm 1911,Netherlands,Netherlands,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2001.0
SYN1912.X,SY0000001912,Synthetic Firm 1912,Luxembourg,Luxembourg,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2010.0
SYN1913.X,SY0000001913,Synthetic Firm 1913,Germany,Germany,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2019.0
SYN1914.X,SY0000001914,Synthetic Firm 1914,United Kingdom,United Kingdom,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2022.0
SYN1915.X,SY0000001915,Synthetic Firm 1915,Germany,Germany,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1930.0
SYN1916.X,SY0000001916,Synthetic Firm 1916,Germany,Germany,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1987.0
SYN1917.X,SY0000001917,Synthetic Firm 1917,Italy,Italy,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2009.0
SYN1918.X,SY0000001918,Synthetic Firm 1918,Belgium,Belgium,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1918.0
SYN1919.X,SY0000001919,Synthetic Firm 1919,Israel,Israel,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1947.0
SYN1920.X,SY0000001920,Synthetic Firm 1920,Switzerland,Switzerland,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1995.0
SYN1921.X,SY0000001921,Synthetic Firm 1921,Iceland,Iceland,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1995.0
SYN1922.X,SY0000001922,Synthetic Firm 1922,Ireland,Ireland,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,0.0
SYN1923.X,SY0000001923,Synthetic Firm 1923,Czechia,Czechia,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1930.0
SYN1924.X,SY0000001924,Synthetic Firm 1924,Norway,Norway,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2013.0
SYN1925.X,SY0000001925,Synthetic Firm 1925,Russia,Russia,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1989.0
SYN1926.X,SY0000001926,Synthetic Firm 1926,Germany,Germany,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2024.0
SYN1927.X,SY0000001927,Synthetic Firm 1927,Turkey,Turkey,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1997.0
SYN1928.X,SY0000001928,Synthetic Firm 1928,Greece,Greece,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1995.0
SYN1929.X,SY0000001929,Synthetic Firm 1929,Germany,Germany,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1963.0
SYN1930.X,SY0000001930,Synthetic Firm 1930,Romania,Romania,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1958.0
SYN1931.X,SY0000001931,Synthetic Firm 1931,United Kingdom,United Kingdom,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1961.0
SYN1932.X,SY0000001932,Synthetic Firm 1932,Luxembourg,Luxembourg,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1956.0
SYN1933.X,SY0000001933,Synthetic Firm 1933,Switzerland,Switzerland,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,2002.0
SYN1934.X,SY0000001934,Synthetic Firm 1934,Belgium,Belgium,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1997.0
SYN1935.X,SY0000001935,Synthetic Firm 1935,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1954.0
SYN1936.X,SY0000001936,Synthetic Firm 1936,United Kingdom,United Kingdom,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1956.0
SYN1937.X,SY0000001937,Synthetic Firm 1937,Sweden,Sweden,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1968.0
SYN1938.X,SY0000001938,Synthetic Firm 1938,Czechia,Czechia,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,0.0
SYN1939.X,SY0000001939,Synthetic Firm 1939,Sweden,Sweden,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1954.0
SYN1940.X,SY0000001940,Synthetic Firm 1940,Israel,Israel,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,1973.0
SYN1941.X,SY0000001941,Synthetic Firm 1941,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2024.0
SYN1942.X,SY0000001942,Synthetic Firm 1942,Germany,Germany,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1963.0
SYN1943.X,SY0000001943,Synthetic Firm 1943,Belgium,Belgium,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2002.0
SYN1944.X,SY0000001944,Synthetic Firm 1944,Poland,Poland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2009.0
SYN1945.X,SY0000001945,Synthetic Firm 1945,Finland,Finland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1914.0
SYN1946.X,SY0000001946,Synthetic Firm 1946,Netherlands,Netherlands,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2009.0
SYN1947.X,SY0000001947,Synthetic Firm 1947,Poland,Poland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1974.0
SYN1948.X,SY0000001948,Synthetic Firm 1948,United Kingdom,United Kingdom,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1921.0
SYN1949.X,SY0000001949,Synthetic Firm 1949,Belgium,Belgium,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2004.0
SYN1950.X,SY0000001950,Synthetic Firm 1950,Russia,Russia,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1967.0
SYN1951.X,SY0000001951,Synthetic Firm 1951,Luxembourg,Luxembourg,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2008.0
SYN1952.X,SY0000001952,Synthetic Firm 1952,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2018.0
SYN1953.X,SY0000001953,Synthetic Firm 1953,United Kingdom,United Kingdom,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,1954.0
SYN1954.X,SY0000001954,Synthetic Firm 1954,Austria,Austria,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2010.0
